courseId,bankName,bankType,evaluationType,scopeType,scopeOrder,question,labelA,labelB,labelC,labelD,isCorrect
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,The Asia session is commonly associated with:,Extremely high volatility in major FX pairs,Generally lower volatility compared to London,Market closure,Zero liquidity,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Liquidity increases when a major financial center opens because:,Indicators activate,Institutional participation rises,Spread disappears,Brokers adjust pricing,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Session overlap periods often show stronger price movement due to:,Retail coordination,Increased simultaneous institutional activity,Indicator recalculation,Spread elimination,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,A session opening does NOT guarantee:,Increased participation,Directional breakout,Higher liquidity,Larger candle potential,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Reduced volatility late in the New York session typically reflects:,Increased institutional flow,Declining participation and liquidity,Market manipulation,Spread elimination,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Volatility during sessions is influenced by:,Candle color,Economic releases and institutional activity,Indicator settings,Retail forums,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Session structure primarily affects:,Monetary policy,Liquidity conditions,Contract specifications,Historical price,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"You observe larger candles forming at London open on MT5. Structurally, this most likely reflects:",Indicator repainting,Increased liquidity and participation,Spread elimination,Guaranteed trend,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"During late New York hours, you notice smaller candle ranges and slower movement. This most logically indicates:",Institutional manipulation,Reduced participation and liquidity,Indicator malfunction,Market closure,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,A trader expects a breakout every London open. This expectation ignores that:,London is random,"Sessions influence liquidity, not guaranteed direction",Brokers intervene,Spread disappears automatically,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,You compare Asia session candles with London session candles on MT5 and observe larger average ranges during London. This difference most directly reflects:,Market inconsistency,Higher liquidity and institutional activity,Indicator recalculation,Spread elimination,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Volatility refers to:,Market direction,Degree of price fluctuation,Indicator sensitivity,Broker spread only,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Volatility expansion is characterized by:,Smaller candle ranges,Narrow price movement,Larger price displacement,Zero liquidity,C
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Volatility contraction typically shows:,Large impulsive candles,Tight consolidation and smaller ranges,Guaranteed breakout,Spread elimination,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Volatility measures:,Direction only,Speed and range of price movement,Institutional positioning,Spread width only,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,High volatility increases:,Certainty of profit,Both potential reward and potential risk,Spread elimination,Market stability,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Volatility expansion often reflects:,Indicator malfunction,Order imbalance and increased participation,Spread disappearance,Market closure,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Volatility contraction may indicate:,Strong guaranteed trend,Temporary balance between buyers and sellers,Institutional withdrawal permanently,Elimination of liquidity,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Volatility is timeframe dependent because:,Price changes across timeframes,Data compression alters perception of fluctuation,Spread disappears on higher timeframes,Institutional activity stops,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,A highly volatile market does NOT guarantee:,Larger candle ranges,Increased risk exposure,Directional certainty,Faster movement,C
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Liquidity thinning during news events often leads to:,Reduced volatility,Faster price displacement,Spread elimination,Indicator repainting,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Asset classes differ in volatility because they:,Use different indicators,Respond to different drivers and participation levels,Remove spread,Have identical liquidity profiles,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"On MT5, you observe a shift from small candles to large impulsive candles. This most likely reflects:",Indicator repainting,Volatility expansion,Spread elimination,Chart malfunction,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,A trader increases lot size during high volatility without adjusting risk. The most probable outcome is:,Stable equity,Increased drawdown variability,Spread elimination,Guaranteed profit,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"Comparing EURUSD and Gold on MT5, you observe larger average candle ranges on Gold. This indicates:",Market inconsistency,Higher inherent volatility profile,Indicator malfunction,Spread removal,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,A trader interprets high volatility as “easy opportunity.” This interpretation ignores that:,Volatility reduces risk,Volatility increases both opportunity and exposure,Spread disappears,Direction becomes certain,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,A Higher High (HH) occurs when:,Price closes above the previous candle,A new high forms above the previous significant high,Spread narrows,A bullish candle forms,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,A Higher Low (HL) occurs when:,Price forms a low above the previous significant low,Price forms a low below the previous low,A bearish candle appears,Spread widens,A
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,A Lower Low (LL) occurs when:,Price retraces upward,A new low forms below the previous significant low,A candle closes higher,Volatility contracts,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,A Lower High (LH) occurs when:,Price breaks above resistance,A new high forms above prior high,Price retraces upward but fails to exceed the previous high,A bullish candle forms,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Market structure is defined by:,Indicator settings,Candle color,Sequence of swing highs and lows,Spread movement,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,An uptrend structurally requires:,Large bullish candles,HH and HL sequence,High volatility,Narrow spread,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,A downtrend structurally requires:,LL and LH sequence,HH and HL sequence,Equal highs,Volatility contraction,A
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,A single Higher High without a Higher Low does NOT confirm:,Price movement,Structural sequence,Volatility,Liquidity,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Structure is determined by:,Relationship between consecutive swing points,Single candle size,Spread behavior,Indicator crossover,A
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"If price forms LL followed by LH, this most directly indicates:",Uptrend,Downward structural progression,Range,Breakout guarantee,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Structure requires at least:,One candle,One swing,Two confirmed swing points for comparison,High volatility,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"On MT5, you observe price forming HH → HL → HH. Structurally, this indicates:",Guaranteed continuation,Upward structural progression,Immediate reversal,Spread elimination,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"If price forms a new high but then breaks below the prior swing low, the previous HH alone does NOT confirm:",Volatility,Spread expansion,Sustained upward structure,Candle formation,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,A trader labels every small fluctuation as HH or LL. This mistake most likely results in:,Better structural clarity,Overcomplication and structural misinterpretation,Reduced volatility,Spread stability,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,A single large bearish candle inside an uptrend does NOT automatically create:,Volatility,Downtrend structure,Price displacement,Lower spread,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A structural trend requires:,Large candles,Consistent HH/HL or LL/LH sequence,High volatility,Indicator confirmation,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A range is characterized by:,Continuous higher highs,Continuous lower lows,Oscillation between defined boundaries,Guaranteed breakout,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,An uptrend structurally consists of:,LL and LH,HH and HL,Equal highs only,Large bullish candles,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A downtrend structurally consists of:,HH and HL,Equal highs,LL and LH,Small candles,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A single break of range boundary does NOT automatically confirm:,Volatility,Structural state,New confirmed trend,Price movement,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A trend differs from a range because it shows:,Horizontal oscillation,Structural progression beyond prior extremes,Equal highs and lows,Spread contraction,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A ranging market typically shows:,Strong displacement in one direction,Repeated rejection of upper and lower boundaries,Continuous HH formation,Continuous LL formation,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Trend identification requires:,One strong candle,Structural sequence confirmation,Spread narrowing,Indicator crossover,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A market that forms HH but fails to create HL may indicate:,Fully confirmed trend,Incomplete structural sequence,Guaranteed reversal,Spread elimination,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Structural state is:,Independent of timeframe,Always identical across timeframes,Timeframe dependent,Determined by volatility only,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A range can transition into a trend when:,Price forms consistent directional sequence beyond boundaries,Candle color changes,Spread narrows,Volatility disappears,A
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"On MT5, price oscillates between two levels for several days without forming HH/HL or LL/LH. Structurally, this most likely represents:",Uptrend,Downtrend,Range,Guaranteed breakout,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"You observe a break above a range high but price quickly returns inside the range. Structurally, this suggests:",Confirmed new uptrend,Structural continuation,Break alone does not confirm new trend,Spread elimination,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"On H1, structure shows HH/HL sequence, but on M5 price appears rotational. This indicates:",Market inconsistency,Structural state differs by timeframe,Indicator malfunction,Spread distortion,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A trader assumes every range must break strongly. This assumption ignores that:,Ranges guarantee breakout,Structural state does not guarantee timing or direction,Spread eliminates risk,Volatility disappears,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,A swing high is defined as:,Any bullish candle,A high preceded and followed by lower highs,The highest price of the day,A large candle,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,A swing low is defined as:,A low preceded and followed by higher lows,Any bearish candle,The lowest price of the session,A candle with long wick,A
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,A swing point becomes confirmed when:,A candle forms,Price moves away in the opposite direction,Spread narrows,Volume increases,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Swings are used to define:,Indicator signals,Structural sequence,Spread behavior,Economic releases,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Not every small fluctuation qualifies as:,Volatility,Liquidity,Structural swing,Candle formation,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,A swing high cannot be confirmed until:,The candle closes bullish,Price forms a lower high afterward,Spread widens,Volume decreases,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Two traders may identify different swings because:,Market changes,Timeframe selection affects swing visibility,Spread varies,Broker adjusts price,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Higher timeframe swings generally represent:,Smaller fluctuations,Larger structural significance,Spread contraction,Indicator signals,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Prematurely labeling a swing may lead to:,Structural clarity,Structural misinterpretation,Reduced volatility,Spread stability,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Swings form the reference points for identifying:,Spread changes,HH/HL/LL/LH sequence,Indicator crossovers,Economic events,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Minor intraperiod peaks on lower timeframes may not qualify as structural swings because they:,Occur too quickly,Lack meaningful displacement,Have small candles,Always reverse,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,"On MT5 H1, a visible peak forms but price continues upward without forming a lower high. This peak is:",Confirmed swing high,Unconfirmed potential swing,BOS,CHoCH,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,"On M15, you identify multiple small swings inside one H1 swing. This reflects:",Market inconsistency,Timeframe-dependent structural granularity,Indicator repainting,Spread distortion,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,"If price forms a trough and then clearly moves upward forming higher highs afterward, the trough becomes:",Minor fluctuation,Confirmed swing low,BOS,Volatility spike,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,A trader labeling every small M1 fluctuation as a swing most likely results in:,Cleaner structure,Structural confusion and overanalysis,Reduced volatility,Spread consistency,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Break of Structure (BOS) occurs when:,A candle changes color,Price breaks a confirmed structural swing in the direction of the prevailing trend,Volatility increases,Spread narrows,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"In an uptrend, a bullish BOS occurs when price breaks:",The most recent Higher Low,The most recent Higher High,Any candle high,A minor fluctuation,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"In a downtrend, a bearish BOS occurs when price breaks:",The most recent Lower High,The most recent Lower Low,Any bullish candle,Equal highs,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"At Level 1, BOS confirmation requires:",Intrabar break,Indicator crossover,Closed-bar confirmation beyond the swing,News release,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,BOS primarily confirms:,Guaranteed profit,Structural continuation,Reversal certainty,Spread elimination,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,A strong candle inside a range does NOT qualify as BOS unless:,It has large volume,It breaks a confirmed structural swing,It forms during London session,Spread contracts,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,BOS differs from random volatility because it:,Occurs only during news,Breaks a structural reference point,Requires large candles,Happens every session,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"If price breaks above a prior swing high in an uptrend, this most directly confirms:",New reversal,Structural continuation,Market closure,Spread widening,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,BOS must be evaluated relative to:,Indicator settings,Timeframe context,Spread size,Candle color,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,A break that fails to close beyond a swing level:,Automatically qualifies as BOS,Does not confirm BOS at Level 1,Confirms reversal,Eliminates structure,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,BOS strengthens the current structural sequence but does NOT guarantee:,Continuation potential,Future movement certainty,Structural progression,Swing validation,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"On MT5 H1, price forms HH → HL → HH, and then closes above the previous HH. Structurally, this is:",CHoCH,BOS,Range,Volatility spike only,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"Price briefly trades above a prior swing high but closes back below it. At Level 1, this is:",Confirmed BOS,CHoCH,Not confirmed BOS,Guaranteed continuation,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"On M15, you observe BOS, but on H1 structure remains unchanged. This demonstrates:",Market inconsistency,Timeframe-dependent structural scope,Indicator malfunction,Spread distortion,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,A trader assumes every BOS must lead to strong trend acceleration. This assumption ignores that:,BOS eliminates risk,Structural confirmation does not guarantee future magnitude,Spread disappears,Volatility contracts,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Change of Character (CHoCH) occurs when:,Price continues trend,Price breaks structure in the direction of the trend,Price breaks a structural swing against the prevailing trend,Volatility increases,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"In an uptrend, a bearish CHoCH occurs when price breaks:",The most recent Higher High,The most recent Higher Low,Any bullish candle,Equal highs,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"In a downtrend, a bullish CHoCH occurs when price breaks:",The most recent Lower Low,The most recent Lower High,Any bearish candle,Equal lows,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,CHoCH primarily signals:,Guaranteed reversal,Structural violation,Spread elimination,Indicator crossover,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"At Level 1, CHoCH must be confirmed using:",Intrabar break,Indicator confirmation,Closed-bar break beyond confirmed swing,News release,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,CHoCH differs from BOS because it:,Confirms continuation,Breaks structure in the direction of existing trend,Challenges existing structural sequence,Requires volatility expansion,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"After a CHoCH occurs, the market may:",Immediately reverse,Transition into range,Resume prior trend,Any of the above,D
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,A single CHoCH does NOT confirm:,Structural disruption,Trend certainty in opposite direction,Swing violation,Sequence interruption,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"For a new uptrend to be confirmed after bearish CHoCH, price must:",Form consistent HH and HL sequence,Form one bullish candle,Increase volatility,Narrow spread,A
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,CHoCH is timeframe dependent because:,Price changes across charts,Structural swings differ by aggregation level,Spread disappears,Indicators adjust,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Breaking a minor fluctuation rather than a confirmed swing:,Automatically qualifies as CHoCH,Does not qualify as valid CHoCH,Confirms new trend,Eliminates structure,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"On MT5 H1, price forms HH → HL → HH, then closes below the most recent HL. Structurally, this is:",BOS,CHoCH,Range,Volatility spike only,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"Price briefly dips below a Higher Low but closes back above it. At Level 1, this is:",Confirmed CHoCH,BOS,Not confirmed CHoCH,Guaranteed reversal,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"On M15, CHoCH appears, but on H1 structure remains intact. This indicates:",Market inconsistency,Timeframe-dependent structural scope,Indicator malfunction,Spread distortion,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,A trader assumes CHoCH guarantees reversal trade opportunity. This assumption ignores that:,CHoCH eliminates risk,Structural violation does not guarantee directional continuation,Spread narrows,Volatility contracts,B
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Equal highs occur when two or more swing highs form at approximately the same price level.,TRUE,FALSE,Only in trends,Only in ranges,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Equal lows occur when two or more swing lows align at approximately the same price level.,TRUE,FALSE,Only during news,Only on M1,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Equal highs and equal lows primarily indicate potential liquidity clustering.,TRUE,FALSE,Guaranteed breakout,Indicator signal,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Equal levels should be treated as approximate zones rather than exact pip-precise lines.,TRUE,FALSE,Exact lines only,Immediate entry levels,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Liquidity refers to the availability of executable orders in the market.,TRUE,FALSE,Spread size,Indicator strength,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Equal highs may contain clustered stop-loss and stop-entry orders.,TRUE,FALSE,Only limit orders,No orders,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,The presence of equal highs guarantees directional breakout.,TRUE,FALSE,Only in ranges,Only in trends,B
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Equal lows in a range are commonly found near range boundaries.,TRUE,FALSE,At midpoint only,Randomly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Treating equal highs as guaranteed breakout levels may create emotional bias.,TRUE,FALSE,Improves discipline,Reduces risk,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Equal levels influence order placement behavior because traders cluster stops around visible structure.,TRUE,FALSE,Only institutions place stops,Stops are random,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Higher timeframe equal highs generally carry broader structural relevance.,TRUE,FALSE,Less relevance,No relevance,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"On MT5 H1, price forms two swing highs at similar levels and approaches again. Structurally this area most likely represents liquidity concentration.",TRUE,FALSE,Immediate reversal,Indicator failure,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"If price briefly trades above equal highs and returns below, this alone confirms structural breakout continuation.",TRUE,FALSE,Only in trends,Only in ranges,B
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"Equal highs on M5 may not align clearly on H1, demonstrating timeframe dependency.",TRUE,FALSE,Market inconsistency,Spread distortion,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Assuming equal lows must always hold as support ignores that structural zones do not guarantee outcome.,TRUE,FALSE,Improves neutrality,Eliminates volatility,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A liquidity sweep occurs when price moves beyond a visible liquidity cluster and triggers resting stop orders.,TRUE,FALSE,Only indicator event,Spread anomaly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"At Level 1, a sweep is confirmed only after closed-bar confirmation.",TRUE,FALSE,Intrabar spike is sufficient,Indicator crossover required,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A sweep often returns back inside prior structure rather than immediately continuing.,TRUE,FALSE,Always continues,Never returns,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Stop-loss orders triggered during a sweep become market orders.,TRUE,FALSE,Limit orders,Pending orders,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A sweep guarantees immediate structural reversal.,TRUE,FALSE,Only in ranges,Only in trends,B
